original_title,director,cast,production_companies,genres,keywords,runtime,release_date,release_year,budget,budget_adj,revenue,revenue_adj,vote_count,vote_average,popularity,has_homepage
The Last Witch Hunter,Breck Eisner,Vin Diesel|Rose Leslie|Michael Caine|Elijah Wood|Ã“lafur Darri Ã“lafsson,Summit Entertainment|Atmosphere Entertainment MM|One Race Films|Goldmann Pictures|NeoReel,Fantasy|Action|Adventure,new york|witch|uprising|witch hunter,106,2015-10-21,2015,90000000,82799963,140396650,129164861,879,5.6,3.080505,True
Back in Time,Jason Aron,Lea Thompson|Michael J. Fox|Christopher Lloyd|Robert Zemeckis|Dan Harmon,Malka Media Group,History|Documentary|Family,interview|filmmaking|retrospective|moviemaking,95,2015-10-20,2015,0,0,0,0,69,5.8,0.27858299999999997,True
Jesse Stone: Lost in Paradise,Robert Harmon,Tom Selleck|William Devane|Gloria Reuben|Luke Perry|Leslie Hope,Sony Pictures Television,Drama|TV Movie|Crime|Mystery,,87,2015-10-18,2015,0,0,0,0,10,5.6,0.34253,True
They Found Hell,Nick Lyon,Chris Schellenger|Katy Reece|Austin Scott|Kabby Borders|Mirela Burke,Cinetel Films,Horror,teleportation|hell|portal|demon,90,2015-10-17,2015,0,0,0,0,10,4.6,0.093462,False
Amy Schumer: Live at the Apollo,Chris Rock,Amy Schumer,Home Box Office (HBO),Comedy,sex|stand-up|stand up comedy,57,2015-10-17,2015,0,0,0,0,17,7.5,0.157172,True
Woodlawn,Andrew Erwin|Jon Erwin,C. Thomas Howell|Sean Astin|Jon Voight|Virginia Williams|Brando Eaton,Sony Pictures,Drama,sport|racism,123,2015-10-16,2015,0,0,0,0,32,6.8,0.52025,False
Re-Kill,Valeri Milev,Roger R. Cross|Scott Adkins|Daniella Alonso|Bruce Payne|Jesse Garcia,Signature Pictures|After Dark Films|Midsummer Films,Horror|Science Fiction,reality tv|conspiracy|zombies|zombie apocalypse,87,2015-10-16,2015,9500000,8739996,0,0,17,4.7,0.13631,False
Bastard,Patrick Robert Young|Powell Robinson,Tonya Kay|Rebekah Kennedy|Ellis Greer|Dan Creed|Will Tranfo,Big Bad Film|Bloody Lip Productions,Horror,,82,2015-10-16,2015,0,0,0,0,10,6.2,0.146266,True
Room,Lenny Abrahamson,Brie Larson|Jacob Tremblay|Joan Allen|Sean Bridgers|William H. Macy,Element Pictures|No Trace Camping|A24|Duperele Films,Drama|Thriller,based on novel|carpet|isolation|imprisonment|grandparents,117,2015-10-16,2015,6000000,5519997,35401758,32569603,1520,8.0,3.557846,True
All Things Must Pass,Colin Hanks,Dave Grohl|Elton John|Bruce Springsteen|Chris Cornell|Ahmir-Khalib Thompson,Company Name,Documentary,record industry,94,2015-10-16,2015,0,0,0,0,22,7.0,0.143042,True
Suffragette,Sarah Gavron,Carey Mulligan|Helena Bonham Carter|Meryl Streep|Ben Whishaw|Brendan Gleeson,Ruby Films|PathÃ©|Film4,Drama|History,london|biography|feminist|period drama|woman director,106,2015-10-16,2015,14000000,12879994,16002420,14722219,231,7.1,0.898295999999999,False
Tales of Halloween,Darren Lynn Bousman|Axelle Carolyn|Adam Gierasch|Andrew Kasch|Neil Marshall|Lucky McKee|Ryan Schifrin|Mike Mendez|Dave Parker|John Skipp|Paul Solet,Keir Gilchrist|Pollyanna McIntosh|Samuel Witwer|Booboo Stewart|Adrienne Barbeau,Epic Pictures Group|Film Entertainment Services,Horror,witch|based on novel|halloween|death|evil,90,2015-10-16,2015,0,0,0,0,74,5.3,0.393642,False
Penis Boy,James Healey,Collin Blackard|Kate McLeod|Alfred Rosenblatt|Jon Necaj,Island 23 Films,Comedy|Drama,dark comedy,18,2015-10-16,2015,10,9,0,0,15,3.3,0.070776,False
SuperBob,Jon Drever,Brett Goldstein|Catherine Tate|Natalia Tena|Laura Haddock|Ruth Sheen,,Action|Comedy|Romance,,82,2015-10-16,2015,0,0,0,0,11,5.4,0.18198699999999998,True
The Wicked Within,Jay Alaimo,Sienna Guillory|Gianni Capaldi|Enzo Cilenti|Michele Hicks|Sonja Kinski,After Dark Films|High Five Films,Horror,,91,2015-10-16,2015,0,0,0,0,17,4.1,0.292437,True
Meadowland,Reed Morano,Olivia Wilde|Luke Wilson|Elisabeth Moss|Kevin Corrigan|Juno Temple,Bron Studios,Drama,disappearance|woman director,105,2015-10-16,2015,0,0,0,0,17,6.4,0.324515,False
Experimenter,Michael Almereyda,Peter Sarsgaard|Winona Ryder|Edoardo Ballerini|Jim Gaffigan|Anthony Edwards,FJ Productions|BB Film Productions,History|Drama,experiment|biography|controversy,97,2015-10-16,2015,0,0,0,0,94,6.9,0.526642,True
The Fear of 13,David Sington,Sammy Silverwatch,,Thriller|Documentary,prison|prisoner|death row|reenactment|legal system,96,2015-10-15,2015,0,0,0,0,19,8.2,0.106091,True
Bridge of Spies,Steven Spielberg,Tom Hanks|Mark Rylance|Amy Ryan|Alan Alda|Sebastian Koch,DreamWorks SKG|Amblin Entertainment|Studio Babelsberg|Fox 2000 Pictures|Marc Platt Productions,Thriller|Drama,spy|cia|cold war|pilot|lawyer,141,2015-10-15,2015,40000000,36799983,162610473,149601569,1638,7.1,3.6482099999999997,False
The Ones Below,David Farr,ClÃ©mence PoÃ©sy|David Morrissey|Stephen Campbell Moore|Laura Birn|Deborah Findlay,BBC Films|Kreo Films FZ|Cuba Pictures|Tigerlily Films,Thriller,baby|expecting|neighbors,87,2015-10-14,2015,0,0,0,0,33,5.9,0.5114310000000001,True
Secret in Their Eyes,Billy Ray,Chiwetel Ejiofor|Nicole Kidman|Julia Roberts|Dean Norris|Lyndon Smith,Ingenious Media|Gran Via Productions|IM Global|Route One Films,Crime|Drama|Mystery,fbi|missing child,111,2015-10-14,2015,19500000,17939992,32189727,29614535,202,6.2,1.315266,True
A Ballerina's Tale,Nelson George,Misty Copeland|Victoria Rowell|Bevy Smith|Deirdre Kelly,,Documentary,,85,2015-10-14,2015,0,0,0,0,16,6.0,0.019133,True
The Inhabitants,Shawn Rasmussen|Michael Rasmussen,Elise Couture|Michael Reed|India Pearl|Edmund Donovan|Erica Derrickson,Sinister Siblings Films|Lascaux Media,Thriller|Horror,haunted house|bed and breakfast place|new england|young couple,90,2015-10-13,2015,0,0,0,0,10,3.5,0.158021,False
Crimson Peak,Guillermo del Toro,Mia Wasikowska|Jessica Chastain|Tom Hiddleston|Charlie Hunnam|Jim Beaver,Legendary Pictures,Mystery|Thriller|Fantasy|Horror|Drama,haunted house|mining|murder|spitting blood|gothic,119,2015-10-13,2015,55000000,50599977,74679822,68705406,819,6.4,1.345982,True
Ominous,Peter Sullivan,Barry Watson|EsmÃ© Bianco|Gavin Lewis|Mark Lindsay Chapman|Eric Etebari,Hybrid,Horror,cult|resurrection|possession|devil|demon,87,2015-10-10,2015,0,0,0,0,10,5.1,0.101543,False
Steve Jobs,Danny Boyle,Michael Fassbender|Kate Winslet|Seth Rogen|Katherine Waterston|Jeff Daniels,Universal Pictures|Scott Rudin Productions|Legendary Pictures|The Mark Gordon Company|Management 360,History|Drama,biography|computer|based on true story|father daughter relationship|apple computer,122,2015-10-09,2015,30000000,27599987,34441873,31686509,1035,6.9,3.0795220000000003,True
Invisible Sister,Paul Hoen,Rowan Blanchard|Paris Berelc|Karan Brar|Francesca Capaldi|Starlette Miariaunii,,Fantasy|Adventure|Comedy,,77,2015-10-09,2015,0,0,0,0,44,6.5,0.136098,False
Hyena Road,Paul Gross,Paul Gross|Rossif Sutherland|Clark Johnson|Allan Hawco|Christine Horne,Rhombus Media|International Traders|Buffalo Gal Pictures|Whizbang Films|Triple 7 Films,War|Drama,,120,2015-10-09,2015,0,0,0,0,29,5.7,0.561032,True
I Spit on Your Grave III: Vengeance is Mine,R.D. Braunstein,Sarah Butler|Jennifer Landon|Doug McKeon|Gabriel Hogan|Harley Jane Kozak,Cinetel Films,Horror|Thriller,male nudity|rape|detective|nudity|group therapy,91,2015-10-09,2015,0,0,0,0,100,5.0,0.527957,False
The Exorcism of Molly Hartley,Steven R. Monroe,Sarah Lind|Devon Sawa|Gina Holden|Peter MacNeill|Tom McLaren,WT Canada Productions,Horror,,0,2015-10-09,2015,0,0,0,0,52,5.0,0.21852800000000003,False
Junun,Paul Thomas Anderson,Shye Ben Tzur|Ehtisham Khan Ajmeri|Gufran Ali|Shazib Ali|Sabir Bamami,Ghoulardi Film Company,Music|Documentary,music,54,2015-10-09,2015,0,0,0,0,11,7.3,0.093212,False
Winter on Fire: Ukraine's Fight for Freedom,Evgeny Afineevsky,,Passion Pictures|Campbell Grobman Films|Afineevsky - Tolmor Production|Pray for Ukraine Production|Rock Paper Scissors,Documentary,,98,2015-10-09,2015,0,0,0,0,37,8.2,0.22075100000000003,True
The Final Girls,Todd Strauss-Schulson,Taissa Farmiga|Malin Ã…kerman|Nina Dobrev|Alexander Ludwig|Alia Shawkat,Groundswell Productions|Ulterior Productions|Studio Solutions,Horror|Comedy,virgin|summer camp|movie in movie|murder|slow motion scene,91,2015-10-09,2015,0,0,0,0,211,6.6,0.441882,False
A Faster Horse,David Gelb,,,Documentary,mustang|car|corporation|henry ford family|car factory,90,2015-10-08,2015,0,0,0,0,12,8.0,0.12254300000000001,False
The Subjects,Robert Mond,Paul O'Brien|Charlotte Nicdao|Emily Wheaton|Spencer McLaren|Paul Henri,Instinct Entertainment,Thriller|Science Fiction,experiment|locked in a room|drug trial,80,2015-10-08,2015,0,0,0,0,12,4.7,0.037487,True
The Lobster,Yorgos Lanthimos,Colin Farrell|Rachel Weisz|LÃ©a Seydoux|John C. Reilly|Ben Whishaw,Haut et Court|Eurimages|Lemming Film|Element Pictures|Nederlands Fonds voor de Film,Thriller|Comedy|Drama|Romance|Science Fiction,dystopia,118,2015-10-08,2015,4000000,3679998,9064511,8339346,638,6.6,2.8851259999999996,True
Navy Seals vs. Zombies,Stanton Barrett,"Ed Quinn|Michael Dudikoff|Rick Fox|Chad ""Gunner"" Lail|Molly Hagan",Hollywood Media Bridge|Throne Productions,Horror|Action,louisiana|navy seal|zombies|zombie violence|infected,97,2015-10-08,2015,0,0,0,0,24,3.3,0.37668,False
The Forbidden Room,Guy Maddin|Evan Johnson,Roy Dupuis|Clara Furey|Louis Negin|Udo Kier|Gregory Hlady,National Film Board of Canada|Buffalo Gal Pictures|PHI Film,Romance|Comedy|Drama|Mystery,,128,2015-10-07,2015,0,0,0,0,13,5.7,0.135554,False
All Hallows' Eve 2,Antonio Padovan|Bryan Norton|Marc Roussel|Ryan Patch|Jay Holben|Jon Kondelik|James Kondelik|Elias Benavidez|Mike Kochansky|Andreas Borghi,,Ruthless Pictures|Hollywood Shorts,,,90,2015-10-06,2015,0,0,0,0,13,5.0,0.129696,False
Tremors 5: Bloodlines,Don Michael Paul,Michael Gross|Jamie Kennedy|Pearl Thusi|Rea Rangaka|Brandon Auret,Universal 1440 Entertainment,Science Fiction|Action|Horror,africa|monster|sequel|creature|graboids,99,2015-10-06,2015,0,0,0,0,47,5.1,0.336453,False
Last Shift,Anthony DiBlasi,Juliana Harkavy|Joshua Mikel|J. Larose|Natalie Victoria|Sarah Sculco,Skyra Entertainment,Horror|Thriller,mask|telephone|supernatural|hell|cop,88,2015-10-06,2015,0,0,0,0,77,5.6,0.47462600000000005,False
Blunt Force Trauma,Ken Sanzel,Mickey Rourke|Freida Pinto|Ryan Kwanten|Maruia Shelton|Carolina GÃ³mez,ETA films,Adventure|Action,,92,2015-10-05,2015,1000000,919999,0,0,23,4.4,0.39356599999999997,True
Ellis,JR,Robert De Niro,Unframed USA,Drama,art|ellis island,14,2015-10-04,2015,0,0,0,0,15,7.2,0.129455,True
Hell & Back,Tom Gianas|Ross Shuman,Mila Kunis|Bob Odenkirk|T.J. Miller|Susan Sarandon|Jennifer Coolidge,Freestyle Releasing|ShadowMachine Films,Fantasy|Comedy|Animation,orpheus|carnival|hell|stop motion animation|devil,86,2015-10-02,2015,0,0,157768,145146,47,4.3,0.49726499999999996,True
Circle,Aaron Hann|Mario Miscione,Julie Benz|Carter Jenkins|Cesar Garcia|Mercy Malick|Lisa Pelikan,Votiv Films|Taggart Productions,Drama|Horror|Science Fiction|Thriller,survival|execution|stranger|no memory,87,2015-10-02,2015,0,0,0,0,167,6.1,0.350599,False
Burnt,John Wells,Bradley Cooper|Sienna Miller|Lily James|Alicia Vikander|Uma Thurman,Double Feature Films|PeaPie Films|3 Arts Entertainment,Drama,london|cook|restaurant|diva|career,100,2015-10-02,2015,20000000,18399991,36606743,33678188,631,6.3,2.584264,True
Freeheld,Peter Sollett,Julianne Moore|Ellen Page|Steve Carell|Michael Shannon|Luke Grimes,Double Feature Films|Endgame Entertainment|High Frequency Entertainment,Romance|Drama,new jersey|equality|lesbian couple|cancer,103,2015-10-02,2015,7000000,6439997,573335,527467,86,7.1,0.706023,True
A Christmas Horror Story,Grant Harvey|Steven Hoban|Brett Sullivan,William Shatner|George Buza|Rob Archer|ZoÃ© De Grand Maison|Alex Ozerov,Copperheart Entertainment,Horror,santa claus|christmas|krampus,99,2015-10-02,2015,0,0,0,0,56,5.6,0.42316099999999995,False
The Dressmaker,Jocelyn Moorhouse,Kate Winslet|Liam Hemsworth|Caroline Goodall|Judy Davis|Hayley Magnus,Amazon Studios|Film Art Media|Apollo Media,Drama,based on novel|australia|dressmaker|hometown|woman director,118,2015-10-01,2015,11930000,10975595,18340000,16872792,197,6.9,1.82313,True
Regression,Alejandro AmenÃ¡bar,Ethan Hawke|Emma Watson|Aaron Ashmore|Devon Bostick|David Thewlis,The Weinstein Company|HimenÃ³ptero|First Generation Films|Mod Producciones|FilmNation Entertainment,Horror|Mystery|Thriller,investigation|memory loss,106,2015-10-01,2015,0,0,17671101,16257405,310,5.2,1.065888,False
Howl,Paul Hyett,Ed Speleers|Shauna Macdonald|Elliot Cowan|Holly Weston|Amit Shah,Starchild Pictures,Horror,england|fire|conductor|chase|transformation,89,2015-10-01,2015,0,0,0,0,62,4.9,0.7073550000000001,False
Fathers and Daughters,Gabriele Muccino,Amanda Seyfried|Kylie Rogers|Russell Crowe|Aaron Paul|QuvenzhanÃ© Wallis,Andrea Leone Films|Fear of God Films|Busted Shark Productions,Drama,widow|mental breakdown|family,116,2015-10-01,2015,2240000,2060799,0,0,142,7.0,0.689571,False
The Dead Room,Jason Stutter,Jed Brophy|Jeffrey Thomas|Laura Petersen,Centron Pictures,Horror|Thriller,new zealand|haunting|farmhouse|spirit|psychic,80,2015-10-01,2015,1000000,919999,0,0,16,4.6,0.277035,True
The Walk,Robert Zemeckis,Joseph Gordon-Levitt|Ben Kingsley|Charlotte Le Bon|Ben Schwartz|James Badge Dale,TriStar Pictures|Sony Pictures Entertainment|ImageMovers,Adventure|Drama|Thriller,1970s|skyscraper|based on true story|tightrope|planning,123,2015-09-30,2015,35000000,32199985,61181942,56287361,706,6.8,2.049886,True
è§£æ•‘å´å…ˆç”Ÿ,Ding Sheng,Andy Lau|Wang Qian-Yuan|Cai Lu|Liu Ye|Wu Ruo-Fu,,Thriller|Crime,,106,2015-09-30,2015,0,0,0,0,19,6.4,0.197239,False
The Martian,Ridley Scott,Matt Damon|Jessica Chastain|Kristen Wiig|Jeff Daniels|Michael PeÃ±a,Twentieth Century Fox Film Corporation|Scott Free Productions|Mid Atlantic Films|International Traders|TSG Entertainment,Drama|Adventure|Science Fiction,based on novel|mars|nasa|isolation|botanist,141,2015-09-30,2015,108000000,99359956,595380321,547749654,4572,7.6,7.6674,True
R.L. Stine's Monsterville: The Cabinet of Souls,Peter DeLuise,Dove Cameron|Katherine McNamara|Ryan McCartan|Laine MacNeil|Briana Buckmaster,EveryWhere Studios,Comedy|Horror,,85,2015-09-29,2015,4400000,4047998,0,0,22,7.2,0.36603,False
Man vs. Snake,Tim Kinzy|Andrew Seklir,Tim McVey|Dwayne Richard|Tom Asaki|Billy Mitchell|Walter Day,,Documentary,video game|games|arcade|nibbler,93,2015-09-27,2015,0,0,0,0,10,6.8,0.018224,False
Riot,John Lyde,Matthew Reese|Dolph Lundgren|Danielle Chuchran|Chuck Liddell,Mainstay Productions,Action,,88,2015-09-27,2015,0,0,0,0,11,5.0,0.633608,False
High-Rise,Ben Wheatley,Tom Hiddleston|Sienna Miller|Jeremy Irons|Luke Evans|Elisabeth Moss,Ingenious Media|HanWay Films|Scope Pictures|Recorded Picture Company (RPC)|Northern Ireland Screen,Action|Drama|Science Fiction,skyscraper|high rise,119,2015-09-26,2015,0,0,0,0,161,5.4,1.661789,False
99 Homes,Ramin Bahrani,Andrew Garfield|Laura Dern|Michael Shannon|Tim Guinee|J.D. Evermore,Imagenation Abu Dhabi FZ|Hyde Park Entertainment|Broad Green Pictures|Noruz Films,Drama,florida|motel|finances|single father|mother son relationship,112,2015-09-25,2015,8000000,7359996,1411927,1298972,121,6.8,0.661471,False
Wildlike,Frank Hall Green,Bruce Greenwood|Ella Purnell|Brian Geraghty|Ann Dowd|Nolan Gerard Funk,Tandem Pictures|Greenmachine Film,Thriller|Adventure|Drama,,104,2015-09-25,2015,0,0,0,0,25,6.5,0.28312800000000005,True
Hellions,Bruce McDonald,Chloe Rose|Robert Patrick|Rossif Sutherland|Rachel Wilson|Luke Bilyk,Whizbang Films|Storyteller Pictures,Horror,canada|halloween|farm|gore|decapitation,80,2015-09-25,2015,0,0,0,0,30,3.5,0.14811,False
Narcopolis,Justin Trefgarne,Elliot Cowan|Elodie Yung|Jonathan Pryce|Robert Bathurst|James Callis,T Squared Film,Thriller|Mystery|Science Fiction,drug,96,2015-09-25,2015,1500000,1379999,0,0,20,4.4,0.24207800000000002,True
Waffle Street,Eshom Nelms|Ian Nelms,James Lafferty|Danny Glover|Julie Gonzalo|Dale Dickey|Marshall Bell,Side Gig Productions,Drama|Comedy,,86,2015-09-24,2015,0,0,0,0,25,6.4,0.207366,True
The Intern,Nancy Meyers,Robert De Niro|Anne Hathaway|Rene Russo|Anders Holm|JoJo Kushner,Waverly Films|Warner Bros.,Comedy,intern|woman director,121,2015-09-24,2015,35000000,32199985,194564672,178999419,1255,7.1,2.8148020000000002,True
Pan,Joe Wright,Levi Miller|Garrett Hedlund|Hugh Jackman|Rooney Mara|Amanda Seyfried,Warner Bros.|Moving Picture Company (MPC)|Berlanti Productions|RatPac-Dune Entertainment,Adventure|Family|Fantasy,flying|magic|fairy tale|peter pan|mermaid,111,2015-09-24,2015,150000000,137999939,128388320,118117202,586,5.9,2.234573,False
Hotel Transylvania 2,Genndy Tartakovsky,Adam Sandler|Andy Samberg|Selena Gomez|Kevin James|Steve Buscemi,Columbia Pictures|Sony Pictures Animation,Animation|Comedy|Family,transylvania|hotel|witch|technology|magic,89,2015-09-21,2015,80000000,73599967,466183544,428888671,919,6.8,2.060162,False
How to Plan an Orgy in a Small Town,Jeremy Lalonde,Jewel Staite|Lauren Holly|Katharine Isabelle|Lauren Lee Smith|Natalie Brown,Neophyte Productions,Comedy,small town|sex scene|woman in lingerie,101,2015-09-19,2015,0,0,0,0,17,4.7,0.332921,False
Naomi and Ely's No Kiss List,Kristin Hanggi,Victoria Justice|Pierson Fode|Matthew Daddario|Ryan Ward|Danny Flaherty,,Comedy|Drama|Romance,cheating|male female relationship|lgbt|young love|woman director,89,2015-09-18,2015,0,0,0,0,149,6.0,0.096624,False
Stonewall,Roland Emmerich,Jeremy Irvine|Jonny Beauchamp|Jonathan Rhys Meyers|Ron Perlman|Caleb Landry Jones,Centropolis Entertainment|Mel's Cite du Cinema,Drama,stonewall riot,129,2015-09-18,2015,13500000,12419994,187674,172660,14,5.6,0.07610900000000001,True
Keith Richards: Under the Influence,Morgan Neville,Keith Richards|Tom Waits|Steve Jordan|Waddy Wachtel|Buddy Guy,Netflix,Music|Documentary,keith richards|documentary|rock band|blues music|netflix,82,2015-09-18,2015,0,0,0,0,13,6.4,0.150713,False
The Man Who Knew Infinity,Matt Brown,Jeremy Irons|Dev Patel|Toby Jones|Stephen Fry|Jeremy Northam,Animus Films|Edward R. Pressman Film|Kreo Films FZ|Xeitgeist Entertainment Group|American Entertainment Investors,Drama,england|indian|mathematician|biography|cambridge,108,2015-09-17,2015,0,0,11472454,10554653,104,7.1,1.046518,True
Southbound,Roxanne Benjamin|David Bruckner|Patrick Horvath|Chad Villella|Matt Bettinelli-Olpin|Tyler Gillett|Justin Martinez|Radio Silence,Kate Beahan|Matt Bettinelli-Olpin|Susan Burke|Zoe Cooper|Gerald Downey,Willowbrook Regent Films,Fantasy|Thriller|Horror|Science Fiction,anthology|woman director|horror anthology,89,2015-09-17,2015,0,0,0,0,73,6.0,0.44426499999999997,True
Sicario,Denis Villeneuve,Emily Blunt|Benicio del Toro|Josh Brolin|Victor Garber|Jon Bernthal,Lionsgate|Thunder Road Pictures|Black Label Media,Action|Crime|Drama|Mystery|Thriller,mexico|cia|smoking|texas|fbi,121,2015-09-17,2015,30000000,27599987,84025816,77303716,1479,7.1,2.487849,False
Captive,Jerry Jameson,Kate Mara|David Oyelowo|Michael Kenneth Williams|Mimi Rogers|Leonor Varela,Itaca Films|BN Films|Brightside Entertainment|1019 Entertainment|Yoruba Saxon Productions,Crime|Drama|Thriller,hostage|based on true story|murder|independent film|single mother,97,2015-09-17,2015,2000000,1839999,2801508,2577386,55,5.7,0.336107,False
Oddball,Stuart McDonald,Alan Tudyk|Sarah Snook|Coco Jack Gillies|Shane Jacobson|Deborah Mailman,WTFN Entertainment|Kmunications,Family|Adventure,,95,2015-09-17,2015,0,0,0,0,15,6.1,0.315196,False
Pay the Ghost,Uli Edel,Nicolas Cage|Sarah Wayne Callies|Veronica Ferres|Lyriq Bent|Lauren Beatty,Voltage Films|Midnight Kitchen Productions,Horror|Thriller,halloween|police|revenge|burned alive|children,94,2015-09-16,2015,0,0,0,0,114,5.3,1.036825,False
Pawn Sacrifice,Edward Zwick,Tobey Maguire|Lily Rabe|Peter Sarsgaard|Liev Schreiber|Sophie NÃ©lisse,Material Pictures|MICA Entertainment|PalmStar Media|Gail Katz Productions,Drama,chess|cold war|russia|biography|victory,114,2015-09-16,2015,0,0,0,0,148,6.6,1.0630549999999999,False
Forsaken,Jon Cassar,Demi Moore|Kiefer Sutherland|Donald Sutherland|Brian Cox|Siobhan Williams,Minds Eye Entertainment|Panacea Entertainment|Moving Pictures Media,Western|Drama,,90,2015-09-16,2015,11000000,10119995,0,0,53,5.6,0.747541,False
The Program,Stephen Frears,Ben Foster|Chris O'Dowd|Dustin Hoffman|Jesse Plemons|Lee Pace,StudioCanal|Working Title Films,Drama,biography|sport|tour de france,103,2015-09-16,2015,0,0,3286448,3023530,107,5.9,0.44242700000000007,False
